052 1 49 3 51 2 49 1 49 1 3 2 1 3 1 3 4 10 1 3 15 1 6 1 1 3 54 1 7 1 1 10 1 9 3 1 31 1 26 1 1 3 5 1 57 2 1 1 2 1 2 1 1 49 4 1 5 1 14 6 2 28 3 2 1 3 1 2 9 4 5 52 1 6 2 12 49 8 1 1 2 59 24 4 3 5 2 1 5 1 1 10 1 2 49 2 7 1 1 1 1 1 4 49 3 49 16 2 15 1 55 1 51 2 51 7 51 2 49 1 17 49 3 1 49 2 1 50 9 10 2 1 1 1 676 4 53 16 5 42 1 49 1 1 2 1 295 1 2 2 49 14 4 4 5 
052 1 49 3 48 2 51 1 49 1 3 2 1 3 1 3 4 10 1 3 15 1 6 1 1 3 54 1 7 1 1 10 1 9 3 1 31 1 26 1 1 3 5 1 57 2 1 1 2 1 2 1 1 49 4 1 5 1 14 6 2 28 3 2 1 3 1 2 9 4 5 52 1 6 2 12 49 8 1 1 2 59 24 4 3 5 2 1 5 1 1 10 1 2 49 2 7 1 1 1 1 1 4 49 3 49 16 2 15 1 55 1 51 2 49 7 51 2 49 1 17 49 3 1 50 2 1 50 9 10 2 1 1 1 676 4 53 16 5 42 1 51 1 1 2 1 295 1 2 2 49 14 4 4 5 
